,Movie title,IMDB rating,Genre,Runtime,Age rating,Director
114,Apollo 10½:  A Space Age Childhood,7.3 (4k),"Science-Fiction , Kids & Family , Romance , Comedy , Horror , Animation , Drama , Action & Adventure ",1h 38min,PG-13,Richard Linklater 
115,The Hateful Eight,7.8 (570k),"Western , Mystery & Thriller , Crime , Drama ",3h 8min,R,Quentin Tarantino 
116,My Fair Lady,7.8 (94k),"Romance , Drama , Music & Musical , Kids & Family ",2h 53min,G,George Cukor 
117,Blade Runner: The Final Cut,NULL,NULL,NULL,NULL,NULL
118,Vegas Vacation,5.9 (49k),Comedy ,1h 34min,PG,Stephen Kessler 
119,The Ring,7.1 (343k),"Horror , Made in Europe ",1h 55min,PG-13,Gore Verbinski 
120,"Girl, Interrupted",7.3 (181k),"Drama , Made in Europe ",2h 7min,R,James Mangold 
121,The Colony,5.3 (7k),"Science-Fiction , Action & Adventure , Mystery & Thriller ",1h 44min,R,Tim Fehlbaum 
122,The Wrath of God,5.7 (1k),"Drama , Mystery & Thriller ",1h 38min,NULL,Sebastián Schindel 
123,Eraser,6.1 (110k),"Action & Adventure , Mystery & Thriller , Crime , Drama ",1h 55min,R,Chuck Russell 
124,The Conjuring,7.5 (493k),"Horror , Mystery & Thriller ",1h 51min,R,James Wan 
125,Apocalypse Now Redux,NULL,NULL,NULL,NULL,NULL
126,Grown Ups,5.9 (248k),"Comedy , Drama , Made in Europe ",1h 42min,PG-13,Dennis Dugan 
127,Lunana: A Yak in the Classroom,7.4 (2k),"Drama , Kids & Family ",1h 49min,NULL,Pawo Choyning Dorji 
128,A Perfect Pairing,6.1 (8k),"Comedy , Romance ",1h 41min,NULL,Stuart McDonald 
129,The Fighter,NULL,NULL,NULL,NULL,NULL
130,The Alpinist,8.0 (7k),Documentary ,1h 32min,PG-13,Nick Rosen 
131,Metal Lords,6.7 (23k),"Comedy , Drama , Music & Musical ",1h 37min,R,Peter Sollett 
132,Straight Up,6.8 (2k),"Comedy , Romance ",1h 35min,NULL,James Sweeney 
133,Synchronic,6.2 (28k),"Science-Fiction , Mystery & Thriller , Drama , Horror ",1h 42min,R,Aaron Moorhead 
134,Pete Davidson Presents: The Best Friends,NULL,NULL,NULL,NULL,NULL
135,Annie,6.6 (45k),"Comedy , Drama , Kids & Family ",2h 7min,PG,John Huston 
136,Bill Burr Presents: Friends Who Kill,4.4,"Comedy , Documentary ",1h 13min,PG-13,Ryan Polito 
137,Bāhubali: The Beginning,8.0 (118k),"Drama , Action & Adventure , Fantasy ",2h 18min,PG-13,S. S. Rajamouli 
138,The Platform,7.0 (210k),"Mystery & Thriller , Science-Fiction , Horror , Made in Europe ",1h 35min,NULL,Galder Gaztelu-Urrutia 
139,Christine,6.7 (81k),"Horror , Mystery & Thriller , Made in Europe ",1h 50min,R,John Carpenter 
140,The Invisible Guest,8.0 (171k),"Drama , Mystery & Thriller , Crime , Made in Europe ",1h 47min,R,Oriol Paulo 
141,The Irishman,7.8 (373k),"Drama , Mystery & Thriller , History , Crime ",3h 29min,R,Martin Scorsese 
142,The Unforgivable,7.1 (104k),"Drama , Crime ",1h 52min,R,Nora Fingscheidt 
143,Shrek Forever After,6.3 (201k),"Fantasy , Kids & Family , Romance , Animation , Comedy ",1h 33min,PG,Mike Mitchell 
144,The Nightingale,7.3 (29k),"Mystery & Thriller , Horror , Drama ",2h 16min,R,Jennifer Kent 
145,Life of Brian,8.0 (393k),Comedy ,1h 34min,R,Terry Jones 
146,Marriage Story,7.9 (293k),"Drama , Romance , Comedy ",2h 16min,R,Noah Baumbach 
147,A River Runs Through It,7.2 (59k),Drama ,2h 3min,PG,Robert Redford 
148,Who We Are: A Chronicle of Racism in America,5.6,Documentary ,1h 57min,PG-13,Emily Kunstler 
149,The Old Guard,6.6 (158k),"Fantasy , Mystery & Thriller , Action & Adventure ",2h 5min,R,Gina Prince-Bythewood 
150,Rambo,7.0 (229k),"Mystery & Thriller , Action & Adventure , War & Military , Made in Europe ",1h 32min,R,Sylvester Stallone 
151,Just Go with It,6.4 (241k),"Comedy , Romance ",1h 57min,PG-13,Dennis Dugan 
152,The Patriot,7.2 (271k),"Drama , History , War & Military , Action & Adventure ",2h 16min,R,Roland Emmerich 
153,The Martha Mitchell Effect,NULL,NULL,NULL,NULL,NULL
154,Last Action Hero,6.4 (149k),"Fantasy , Action & Adventure , Comedy ",2h 10min,PG-13,John McTiernan 
155,Crimson Peak,6.5 (145k),"Mystery & Thriller , Romance , Fantasy , Drama , Horror ",1h 59min,R,Guillermo del Toro 
156,The Harder They Fall,6.5 (58k),"Drama , Western , Action & Adventure ",2h 19min,R,Jeymes Samuel 
157,How to Train Your Dragon 2,7.8 (329k),"Action & Adventure , Animation , Comedy , Kids & Family , Fantasy ",1h 32min,PG,Dean DeBlois 
158,Amy Schumer Presents: Parental Advisory,NULL,NULL,NULL,NULL,NULL
159,Thir13en Ghosts,5.6 (86k),"Mystery & Thriller , Fantasy , Horror ",1h 31min,R,Steve Beck 
160,Gantz:O,7.1 (14k),"Science-Fiction , Fantasy , Mystery & Thriller , Horror , Animation , Action & Adventure , Drama ",1h 35min,NC-17,Keiichi Sato 
161,Summerland,7.0 (6k),"Drama , Romance , War & Military ",1h 39min,PG,Jessica Swale 
162,Desperado,7.1 (184k),"Mystery & Thriller , Action & Adventure , Crime , Western , Made in Europe ",1h 44min,R,Robert Rodriguez 
163,Bo Burnham: Inside,8.7 (44k),"Comedy , Music & Musical , Drama , Reality TV ",1h 27min,R,Bo Burnham 
164,National Lampoon's Christmas Vacation,7.5 (185k),"Comedy , Made in Europe ",1h 37min,PG-13,Jeremiah S. Chechik 
165,Tangerine,7.1 (31k),"Comedy , Drama , Crime ",1h 27min,R,Sean Baker 
166,Fractured,6.4 (71k),Mystery & Thriller ,1h 39min,R,Brad Anderson 
167,The Rental,5.7 (30k),"Horror , Mystery & Thriller , Drama ",1h 28min,R,Dave Franco 
168,Blackhat,5.4 (58k),"Mystery & Thriller , Action & Adventure , Crime ",2h 13min,R,Michael Mann 
169,Closet Monster,7.0 (8k),"Drama , Fantasy ",1h 30min,NULL,Stephen Dunn 
170,Darkest Hour,7.4 (193k),"Drama , War & Military , Kids & Family , History , Mystery & Thriller ",2h 5min,PG-13,Joe Wright 
171,Something's Gotta Give,6.7 (120k),"Comedy , Romance , Drama ",1h 57min,PG-13,Nancy Meyers 
172,Monster,7.3 (149k),"Crime , Mystery & Thriller , Drama , Made in Europe ",1h 50min,R,Patty Jenkins 
173,Dark Shadows,6.2 (264k),"Fantasy , Comedy , Horror ",1h 53min,PG-13,Tim Burton 
174,Dirty Daddy: The Bob Saget Tribute,NULL,NULL,NULL,NULL,NULL
175,Lean On Me,7.4 (20k),Drama ,15min,PG-13,John G. Avildsen 
176,Dirty Harry,7.7 (154k),"Mystery & Thriller , Action & Adventure , Crime ",1h 38min,R,Don Siegel 
177,Chickenhare and the Hamster of Darkness,6.4,"Romance , Animation , Comedy , Kids & Family ",1h 31min,NULL,Ben Stassen 
178,The Ballad of Buster Scruggs,7.3 (142k),"Drama , Western , Comedy , Romance ",2h 12min,R,Joel Coen 
179,Munich: The Edge of War,6.8 (27k),"Drama , History , Mystery & Thriller ",2h 9min,PG-13,Christian Schwochow 
180,Olympus Has Fallen,6.5 (273k),"Mystery & Thriller , Action & Adventure , Drama ",1h 59min,R,Antoine Fuqua 
181,Not Another Teen Movie,5.7 (104k),Comedy ,1h 28min,R,Joel Gallen 
182,Begin Again,7.4 (154k),"Drama , Comedy , Romance , Music & Musical ",1h 44min,R,John Carney 
183,The DUFF,6.4 (92k),"Comedy , Romance ",1h 40min,PG-13,Ari Sandel 
184,My Octopus Teacher,8.1 (52k),Documentary ,1h 24min,NULL,Philippa Ehrlich 
185,The Devil All the Time,7.1 (122k),"Drama , Crime , Mystery & Thriller , Horror ",2h 18min,R,Antonio Campos 
